Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8008185260,IAV892,PR,PAS,12/21/2014,40,SUBN,JEEP,T,25390,17810,17830,,0017,17,17,330001,T503,B1,0121P,,NY,O,301,Madison Ave,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,WHITE,,0,,5,17 7,40-Fire Hydrant,,,
7210731532,42252JZ,NY,COM,10/20/2014,38,VAN,CHEVR,T,51090,26590,26690,,105,105,105,346343,T402,D,0216P,,Q,F,215-50,Jamaica Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,WHITE,,2009,,0,15 4,38-Failure to Display Muni Rec,,,
7045091497,46521MC,NY,COM,06/05/2015,24,VAN,DODGE,T,22890,15310,13460,,0005,5,5,362189,T101,D,0345P,,NY,F,130,Hester St,,01/05/0001 12:00:00 PM,408,d5,,YYYYYYY,0700A,0400P,WHITE,,2005,,0,74 1,24-No Parking (exc auth veh),,,
7777819082,CPE5389,NY,PAS,04/29/2015,38,4DSD,ACURA,T,31190,36270,36290,,0028,28,28,354188,T103,J,1200P,,NY,F,310,St Nicholas Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,BL,,1997,,0,33 7,38-Failure to Display Muni Rec,,,
8004419161,XAGM21,NJ,PAS,10/07/2014,14,DELV,NS/OT,T,10010,18250,18270,,0019,19,19,358615,T103,R,0211P,,NY,F,1164,1st Ave,,01/05/0001 12:00:00 PM,408,c,,YYYYY,0200P,0700P,WHITE,,0,,0,51 7,14-No Standing,,,
7115957060,FSD1209,NY,PAS,11/09/2014,71,SUBN,NISSA,T,18850,10110,10010,,0019,19,19,357094,T103,H,0149P,,NY,F,307,E 94th St,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,BK,,2012,,0,27 7,71A-Insp Sticker Expired (NYS),,,
7792393100,42274JZ,NY,COM,12/16/2014,46,VAN,CHEVR,T,8190,16890,16990,,115,115,115,355532,T401,M,0956A,0952A,Q,F,8211,32nd Ave,,,408,F1,,,,,WHITE,,2009,,0,M 41,46B-Double Parking (Com-100Ft),,,
8016409180,GTY5799,NY,PAS,01/09/2015,46,SUBN,DODGE,T,77150,47520,57720,,0049,49,49,358605,T202,F,0249P,,BX,F,2177,White Plains Rd,,01/05/0001 12:00:00 PM,408,f1,,,,,RD,,2007,,0,01A,46A-Double Parking (Non-COM),,,
8016409180,GTY5799,NY,PAS,01/09/2015,46,SUBN,DODGE,T,77150,47520,57720,,0049,49,49,358605,T202,F,0249P,,BX,F,2177,White Plains Rd,,01/05/0001 12:00:00 PM,408,f1,,,,,RD,,2007,,0,01A,46A-Double Parking (Non-COM),,,
7989456904,59206JN,NY,COM,05/20/2015,37,VAN,FORD,T,10010,18490,18510,,0019,19,19,361144,T103,K,0335P,0203P,NY,F,1449,1st Ave,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0100P,0700P,WHITE,,2003,126-3049,0,57 7,37-Expired Muni Meter,,,
7097982974,GEX1613,NY,PAS,07/12/2014,31,4DSD,VOLKS,T,17730,10410,25390,,0014,14,14,355425,T106,B,0711A,,NY,F,12,E 37th St,,01/05/0001 12:00:00 PM,408,l3,,Y,0700A,1000A,BL,,2005,,0,07 6,31-No Stand (Com. Mtr. Zone),,,
7692739602,AEP2875,VA,PAS,11/10/2014,21,4DSD,BMW,T,36080,26430,13880,,0067,67,67,355141,T302,J,0814A,,K,F,350,E 28th St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0800A,0930A,BLACK,,0,,0,L 32,21-No Parking (street clean),,,
1370066119,GJZ1851,NY,PAS,07/18/2014,21,SUBN,ROVER,S,31530,83330,55530,,0079,79,0,598529,KN03,0000,1215P,,K,F,928,DEKALB AVE,,01/05/0001 12:00:00 PM,408,D1,,BYBBYBB,1200P,0130P,BIEGE,0,0,-,0,,,,,
7081407304,TLF83Y,NJ,PAS,10/01/2014,66,TRLR,GREAT,T,11112,36430,36450,,0030,30,30,350425,T103,M,0544P,,NY,F,2368,12th Ave,,01/05/0001 12:00:00 PM,408,k4,,,,,WHITE,,0,,0,CC5,66-Detached Trailer,,,
8002282206,7DSS97,MD,PAS,11/19/2014,21,4DSD,TOYOT,T,31390,35290,27820,,100,100,100,345475,T402,M,0950A,,Q,O,444,Beach 54th St,,01/05/0001 12:00:00 PM,408,d1,,Y,0930A,1100A,BLUE,,0,,0,Q 42,21-No Parking (street clean),,,
7805090749,CEZ4834,NY,PAS,04/07/2015,70,SUBN,HONDA,T,10210,18590,18610,,0019,19,19,352070,T103,Q,0342P,,NY,F,1424,3rd Ave,,01/05/0001 12:00:00 PM,408,j3,,YYYYYYY,,,GY,,1998,,0,58 7,70A-Reg. Sticker Expired (NYS),,,
7007396896,79951MD,NY,COM,05/28/2015,38,UTIL,FORD,T,57790,0,0,,109,109,109,358919,T401,J,1202P,,Q,I,N,Northern Blvd,225ft E/of 147th St,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,WH,,2013,,0,07-P,38-Failure to Display Muni Rec,,,
7625172594,2LU676,OK,PAS,03/07/2015,85,VAN,GMC,T,28890,18390,18490,,102,102,102,354064,T803,A,0035A,0859P,Q,F,9120,Atlantic Ave,,01/05/0001 12:00:00 PM,408,k5,,,,,WHITE,,0,,0,D 42,85-Storage-3 hour Commercial,,,
7189976012,9673RS,MA,PAS,02/03/2015,38,SUBN,JEEP,T,56520,75050,75080,,0050,50,50,361850,T201,E,0148P,,BX,O,3512,Oxford Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,OTHER,,0,,0,54 2,38-Failure to Display Muni Rec,,,
8045892894,CKJ6833,NY,PAS,06/16/2015,74,SUBN,CHEVR,T,72430,24260,52430,,0072,72,72,355542,T302,Q,1236P,,K,F,342,Prospect Ave,,01/05/0001 12:00:00 PM,408,j2,,,,,BL,,2005,,0,J 32,74-Missing Display Plate,,,
7703185152,GKM9250,NY,PAS,07/25/2014,21,SUBN,FORD,T,35480,25130,26230,,0070,70,70,361064,T302,R,1021A,,K,F,17,Marlborough Rd,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0930A,1100A,WH,,2009,,0,09 3,21-No Parking (street clean),,,
1382207530,65030JV,NY,COM,04/24/2015,46,P-U,FORD,P,61090,0,59590,,109,109,109,932677,0109,0000,0319P,,Q,F,133-55,ROOSEVELT AVE,,01/05/0001 12:00:00 PM,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2007,-,0,,,,,
7161468814,GDR8351,NY,PAS,04/30/2015,71,SUBN,FORD,T,43750,28090,48325,,121,121,121,354173,T303,M,0952A,,R,F,186,Potter Ave,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,RD,,2004,,0,A-AM,71A-Insp Sticker Expired (NYS),,,
8032600334,34145MD,NY,COM,01/29/2015,38,VAN,FORD,T,11710,0,0,,0026,26,26,361022,T103,H,1116A,,NY,I,W,Amsterdam Ave,60ft N/of W 115th St,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,RD,,2013,,0,39 7,38-Failure to Display Muni Rec,,,
8005830774,EFK7895,NY,PAS,01/31/2015,38,SUBN,NS/OT,T,19540,28253,23890,,106,106,106,358619,T402,P,0540P,,Q,O,159-22,102nd St,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,BLACK,,2008,,0,P 42,38-Failure to Display Muni Rec,,,
7887927997,90392MC,NY,COM,11/07/2014,42,VAN,CHEVR,T,17650,10410,25390,,0017,17,17,353435,T102,E,1051A,,NY,F,5,E 33rd St,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0700A,0700P,WH,,2013,144-3216,0,29 6,42-Exp. Muni-Mtr (Com. Mtr. Z),,,
7039046982,JAZ294,SC,PAS,08/26/2014,46,PICK,DODGE,T,24690,36330,36350,,0028,28,28,356335,T103,M,0210P,,NY,F,363,Lenox Ave,,01/05/0001 12:00:00 PM,408,f1,,,,,WHITE,,0,,0,C 77,46A-Double Parking (Non-COM),,,
7968252726,J65CRY,NJ,PAS,11/06/2014,21,4DSD,ME/BE,T,29690,35390,35410,,0025,25,25,330076,T103,AA,1137A,,NY,O,91,Riverside Dr,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1130A,0100P,TAN,,0,,0,CC1,21-No Parking (street clean),,,
7744245015,FDT8232,NY,PAS,09/06/2014,70,4DSD,ACURA,T,22425,22620,26790,,0042,42,42,355289,T201,N,0707A,,BX,F,1660,Crotona Park,,01/05/0001 12:00:00 PM,408,j3,,YYYYYYY,,,GR,,2003,,0,D 21,70A-Reg. Sticker Expired (NYS),,,
8002973320,T51DUW,NJ,PAS,07/27/2014,14,SUBN,AUDI,T,21230,45440,16880,,0001,1,1,351929,T105,C,1041A,,NY,F,102,Fulton St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,GREY,,0,,0,011,14-No Standing,,,
7693449486,XACY10,NJ,PAS,10/09/2014,38,DELV,ISUZU,T,10880,42630,10655,,0068,68,68,359624,T302,K,1143A,,K,F,611,86th St,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,WHITE,,0,,0,21 3,38-Failure to Display Muni Rec,,,
1362481737,FFL8374,NY,PAS,10/11/2014,98,SUBN,,P,0,40404,40404,,104,104,104,952325,0104,0000,1006A,,BX,F,1822,STON HOOPE,,01/05/0001 12:00:00 PM,408,F7,,BBBBBBB,0  :,0  :,WH,0,2010,-,0,,,,,
7550212478,1LW126,MA,PAS,08/25/2014,21,4DSD,HONDA,T,60130,23230,23930,,0081,81,81,356185,T301,A,0824A,,K,F,39,Melrose St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0800A,0930A,RED,,0,,0,15 3,21-No Parking (street clean),,,
7528792007,CDS9648,NC,PAS,07/24/2014,13,4DSD,ACURA,T,29830,42730,73220,,0084,84,84,357044,T301,S,0336P,,K,F,16,Court St,,01/05/0001 12:00:00 PM,408,c2,,YYYYYYY,,,GREEN,,0,,0,210J,13-No Stand (taxi stand),,,
7693865214,FDE4133,NY,PAS,09/11/2014,21,4DSD,TOYOT,T,36380,14180,54050,,0070,70,70,347615,T302,Q,1125A,,K,F,1316,E 35th St,,01/05/0001 12:00:00 PM,408,d1,,Y,1100A,1230A,MR,,1999,,0,R 32,21-No Parking (street clean),,,
8026851432,JBD4U94,PA,PAS,05/15/2015,37,4DSD,ME/BE,T,30240,39790,38690,,101,101,101,355611,T402,P,0353P,0255P,Q,F,1041,Beach 20th St,,,408,h1,,Y,0900A,0700P,WHITE,,0,411-3015,0,R 42,37-Expired Muni Meter,,,
7005347985,FFZ6356,NY,PAS,05/13/2015,37,4DSD,NISSA,T,0,40404,40404,,114,114,114,362244,T401,N,0259P,1200P,Q,I,,Ditmars Lot #1,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,1000P,WH,,2009,480-0006,0,G 41,37-Expired Muni Meter,,,
7997081859,30365PC,NY,IRP,06/01/2015,69,TK,FRUEH,T,18110,25390,27790,,0018,18,18,355446,T106,E,0724A,,NY,O,58,E 56th St,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0700A,0600P,WH,,2014,,0,S6 9,69-Failure to Disp Muni Recpt,,,
8000969518,63470JM,NY,COM,11/19/2014,14,VAN,INTER,T,18890,10210,10110,,0019,19,19,361352,T103,R,0101P,,NY,O,231,E 96th St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,BROWN,,1995,,0,58 7,14-No Standing,,,
7028230650,DMW2453,NY,PAS,04/18/2015,37,SUBN,TOYOT,T,59990,15490,15690,,112,112,112,361125,T402,D,0422P,0413P,Q,O,111-17,Queens Blvd,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,BR,,2005,404-3044,0,01 4,37-Expired Muni Meter,,,
7912137105,XAZE43,NJ,PAS,01/22/2015,14,DELV,HINO,T,34630,10610,10810,,0014,14,14,351268,T502,J,0738A,,NY,F,215,W 43rd St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WHITE,,0,,0,03 6,14-No Standing,,,
7912137105,XAZE43,NJ,PAS,01/22/2015,14,DELV,HINO,T,34630,10610,10810,,0014,14,14,351268,T502,J,0738A,,NY,F,215,W 43rd St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WHITE,,0,,0,03 6,14-No Standing,,,
7888473544,1225083,IN,PAS,09/29/2014,14,WSR,INTER,T,27790,18090,18110,,0017,17,17,330344,T501,C,0946A,,NY,F,425,Park Ave,,01/05/0001 12:00:00 PM,408,c,,YYYYY,0700A,1000A,WHITE,,0,,0,10 6,14-No Standing,,,
1379136076,CFW5164,NY,PAS,12/17/2014,46,SDN,HYUND,P,42900,42730,56530,,0084,84,84,942509,0084,0000,0905A,,K,O,29,GALLATIN PLACE,,01/05/0001 12:00:00 PM,408,F1,,BBBBBBB,ALL,ALL,TAN,0,2004,-,0,,,,,
7446315090,GME3435,NY,PAS,01/07/2015,19,SUBN,NISSA,T,64290,8590,8690,,114,114,114,341263,T803,A,0214A,,Q,O,3513,Steinway St,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,GY,,2010,,0,C 42,19-No Stand (bus stop),,,
7446315090,GME3435,NY,PAS,01/07/2015,19,SUBN,NISSA,T,64290,8590,8690,,114,114,114,341263,T803,A,0214A,,Q,O,3513,Steinway St,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,GY,,2010,,0,C 42,19-No Stand (bus stop),,,
7150787836,EJA6089,NY,PAS,04/23/2015,40,CONV,VOLVO,T,12110,17210,17230,,0009,9,9,356550,T800,B2,1044P,,NY,F,191,Avenue A,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,GY,,2011,,2,C 77,40-Fire Hydrant,,,
7014598004,GMU6428,NY,PAS,03/04/2015,38,4DSD,VOLKS,T,10010,18570,18590,,0019,19,19,355229,T103,G,0946A,,NY,O,1518,1st Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,BK,,2014,,0,01 7,38-Failure to Display Muni Rec,,,
8013350307,GFV8311,NY,PAS,09/23/2014,21,4DSD,HYUND,T,57320,28050,28080,,0047,47,47,355598,T202,O,0940A,,BX,F,3632,Paulding Ave,,01/05/0001 12:00:00 PM,408,d1,,Y,0930A,1100A,BK,,2011,,0,D 22,21-No Parking (street clean),,,
7386650152,GMS2807,NY,PAS,09/23/2014,38,4DSD,HONDA,T,70720,27300,29220,,0046,46,46,353015,T201,E,0845A,,BX,O,2462-1,Valentine Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,BL,,1994,,0,03 2,38-Failure to Display Muni Rec,,,
7069180421,EGZ1711,NY,PAS,05/06/2015,37,4DSD,MAZDA,T,10410,18930,22000,,0023,23,23,354084,T103,L,0856P,0826P,NY,F,1176,5th Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,1000P,BK,,2008,134-8098,0,CC1,37-Expired Muni Meter,,,
8013747750,EEB2046,NY,PAS,04/17/2015,38,SUBN,ROVER,T,11710,35610,35630,,0024,24,24,361065,T103,CC,0914A,,NY,F,676,Amsterdam Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,GY,,2005,,0,37 7,38-Failure to Display Muni Rec,,,
7805068501,GFL8757,NY,PAS,01/15/2015,38,SUBN,TOYOT,T,13610,0,0,,0020,20,20,352070,T103,Q,0842P,,NY,I,E,Broadway,30ft N/of W 76th St,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,1000P,GY,,2013,,0,C 77,38-Failure to Display Muni Rec,,,
7805068501,GFL8757,NY,PAS,01/15/2015,38,SUBN,TOYOT,T,13610,0,0,,0020,20,20,352070,T103,Q,0842P,,NY,I,E,Broadway,30ft N/of W 76th St,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,1000P,GY,,2013,,0,C 77,38-Failure to Display Muni Rec,,,
7795948390,FGW5911,NY,PAS,09/24/2014,31,SUBN,FORD,T,34470,10610,10810,,0014,14,14,355428,T106,I,0615P,,NY,F,204,W 35th St,,01/05/0001 12:00:00 PM,408,l3,,YYYYY,0600A,0700P,DK/,,2001,,0,99 6,31-No Stand (Com. Mtr. Zone),,,
7384240165,AP321N,NJ,PAS,11/26/2014,38,DELV,MACK,T,70620,75370,74570,,0046,46,46,358642,T201,D,1116A,,BX,F,1945,University Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,WHITE,,0,,0,14 2,38-Failure to Display Muni Rec,,,
7165450063,GDE4890,NY,PAS,09/15/2014,14,4DSD,KIA,T,38470,12015,25250,,122,122,122,349531,T303,E,0309P,,R,F,256A,Mason Ave,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WH,,2013,,0,06-P,14-No Standing,,,
7219355270,FSV3456,NY,PAS,02/06/2015,19,4DSD,TOYOT,T,6380,9030,9080,,0066,66,66,361031,T302,P,1108A,,K,F,4906,13th Ave,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,GOLD,,1996,,0,24 3,19-No Stand (bus stop),,,
7018902691,XN540F,NJ,PAS,01/23/2015,16,VAN,CHEVR,T,13220,29820,59045,,0045,45,45,359304,T202,X,0129P,1200P,BX,O,1516,Blondell Ave,,01/05/0001 12:00:00 PM,408,k2,,Y,0800A,0600P,WHITE,,0,,0,09P,16-No Std (Com Veh) Com Plate,,,
7018902691,XN540F,NJ,PAS,01/23/2015,16,VAN,CHEVR,T,13220,29820,59045,,0045,45,45,359304,T202,X,0129P,1200P,BX,O,1516,Blondell Ave,,01/05/0001 12:00:00 PM,408,k2,,Y,0800A,0600P,WHITE,,0,,0,09P,16-No Std (Com Veh) Com Plate,,,
8019618612,51684MG,NY,COM,05/08/2015,21,VAN,FORD,T,73720,27480,27510,,0052,52,52,358609,T201,C,0949A,,BX,O,2629,Webster Ave,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0930A,1100A,WH,,2012,,0,01 2,21-No Parking (street clean),,,
8026502231,88468JU,NY,COM,05/05/2015,51,VAN,DODGE,T,11490,12190,12390,,104,104,104,333008,T401,O,0833P,,Q,F,58-60,55th Dr,,01/05/0001 12:00:00 PM,408,e3,,,,,WHITE,,2005,,0,K 41,51-Sidewalk,,,
7030599895,88633MD,NY,COM,11/06/2014,14,DELV,FERRA,T,60535,0,93250,,0084,84,84,359609,T301,S,0130P,,K,O,8,Metrotech Ctr,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,BROWN,,2014,,0,03 3,14-No Standing,,,
8014009137,87800JZ,NY,COM,11/14/2014,46,VAN,CHEVR,T,93250,0,0,,0084,84,84,355161,T301,S,1248P,1200P,K,I,S,Willoughby St,25ft W/of Jay St,,408,F1,,,,,TAN,,2006,,0,04 3,46B-Double Parking (Com-100Ft),,,
8017865612,GRV9558,NY,PAS,03/18/2015,67,4DSD,CHEVR,T,0,0,0,,106,106,106,356353,T402,H,0721A,,Q,I,E,111st St,0ft S/of 101st Ave,01/05/0001 12:00:00 PM,408,f7,,,,,WH,,2014,,0,25 4,67-Blocking Ped. Ramp,,,
8021418126,EXV5807,NY,PAS,04/08/2015,20,4DSD,ME/BE,T,34130,66730,66630,,0094,94,94,357064,T301,S,0958A,,K,O,475,Driggs Ave,,01/05/0001 12:00:00 PM,408,d,,YYYYY,0800A,0600P,BK,,1985,,0,17 3,20A-No Parking (Non-COM),,,
8047150662,DLM7315,NY,PAS,06/26/2015,21,4DSD,HONDA,T,10230,6480,6580,,0062,62,62,355542,T302,Q,1231P,,K,F,1452,73rd St,,01/05/0001 12:00:00 PM,408,d1,,Y,1130A,0100P,GY,,2009,,0,S 32,21-No Parking (street clean),,,
7966213924,EUZ6359,NY,PAS,02/17/2015,14,PICK,DODGE,T,29390,13610,15350,,0001,1,1,349538,T105,H,0105P,,NY,F,70,Reade St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,RD,,2005,,0,078,14-No Standing,,,
7928388777,82933JZ,NY,COM,02/27/2015,38,VAN,CHEVR,T,17190,10350,10210,,0009,9,9,341171,T101,A,1152A,,NY,F,77,E 10th St,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,WH,,2007,,0,18 1,38-Failure to Display Muni Rec,,,
7506265072,GSR2110,NY,PAS,11/13/2014,21,4DSD,NISSA,T,68930,48830,27530,,0084,84,84,358147,T301,B,0910A,,K,F,131,Pacific St,,01/05/0001 12:00:00 PM,408,d1,,Y,0900A,1030A,TN,,2002,,0,01 3,21-No Parking (street clean),,,
7788307476,23037MG,NY,COM,12/15/2014,70,SUBN,CHEVR,T,16040,52050,59990,,112,112,112,358588,T401,Q,1105A,,Q,F,111-55,77th Ave,,01/05/0001 12:00:00 PM,408,j3,,YYYYYYY,,,WH,,2005,,0,57-A,70A-Reg. Sticker Expired (NYS),,,
7350380264,5AKMJ5,CT,PAS,04/15/2015,16,2DSD,TOYOT,T,37370,12010,31190,,0034,34,34,355162,T103,H,1155A,,NY,F,558,W 181st St,,01/05/0001 12:00:00 PM,408,k2,,YYYYY,0900A,1200A,GREY,,0,,0,11 7,16A-No Std (Com Veh) Non-COM,,,
7516329230,GWF1330,NY,PAS,04/15/2015,21,SUBN,NISSA,T,38430,12130,86030,,0077,77,77,332408,T301,L,0810A,,K,F,951,Eastern Pky,,01/05/0001 12:00:00 PM,408,d1,,Y YY,0800A,0930A,GR,,2015,,0,H 31,21-No Parking (street clean),,,
7941823895,97857MD,NY,COM,03/06/2015,38,VAN,CHEVR,T,17250,10210,10110,,0009,9,9,359622,T101,G,0322P,,NY,F,251,E 13th St,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,WHITE,,2008,,0,27 1,38-Failure to Display Muni Rec,,,
7664195627,87502JW,NY,COM,02/06/2015,38,VAN,DODGE,T,10210,18590,18610,,0019,19,19,356961,T103,S,0349P,,NY,F,1424,3rd Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,WH,,2008,,0,20 7,38-Failure to Display Muni Rec,,,
7775096317,GRZ7871,NY,PAS,03/17/2015,40,4DSD,TOYOT,T,26670,40404,40404,,0044,44,44,361384,T201,X,0353P,,BX,F,1220,E 167th St,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,GR,,2005,,1,Z 21,40-Fire Hydrant,,,
7624639970,HXM883,99,PAS,10/24/2014,21,4DSD,MITSU,T,42430,0,0,,0094,94,94,356519,T301,D,1226P,,K,I,N,Frost St,55ft E/of Woodpoint,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1130A,0100P,BLUE,,0,,0,17 3,21-No Parking (street clean),,,
7014577979,70158MD,NY,COM,10/15/2014,14,FLAT,ISUZU,T,18230,25390,27790,,0019,19,19,355229,T103,G,0404P,,NY,F,54,E 62nd St,,01/05/0001 12:00:00 PM,408,c,,Y,0800A,0700P,WH,,2006,,0,01 7,14-No Standing,,,
7789984070,GEP2767,NY,PAS,03/01/2015,70,SUBN,NISSA,T,64290,7790,7990,,114,114,114,361783,T401,P,1006A,,Q,F,30-65,Steinway St,,01/05/0001 12:00:00 PM,408,j3,,,,,GY,,2014,,0,26 4,70B-Impropr Dsply of Reg (NYS),,,
7344595655,PIT6004,GA,PAS,06/28/2014,37,SUBN,HONDA,T,40930,31830,19230,,0078,78,78,359630,T302,I,0115P,0100P,K,F,196,Flatbush Ave,,,408,h1,,Y,0900A,0700P,BLACK,,0,324-9889,0,56 3,37-Expired Muni Meter,,,
7706951091,EKL5562,NY,OMS,09/05/2014,38,4DSD,HYUND,T,28830,54050,14480,,0070,70,70,361373,T302,Y,0234P,,K,F,2078,Coney Island Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,GY,,2009,,0,02 3,38-Failure to Display Muni Rec,,,
7447876793,PKB9136,GA,PAS,06/30/2015,38,SUBN,FORD,T,51090,45890,26170,,105,105,105,362178,T402,G,1202P,,Q,F,206-07,Jamaica Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,BLACK,,0,,0,15 4,38-Failure to Display Muni Rec,,,
7687078743,FET1917,NY,PAS,12/17/2014,70,SUBN,VOLVO,T,10290,0,0,,108,108,108,358891,T401,N,0315P,,Q,I,S,46th Ave,2ft E/of Vernon Blvd,01/05/0001 12:00:00 PM,408,j3,,,,,BK,,2007,,0,S 41,70B-Impropr Dsply of Reg (NYS),,,
8030900582,FPJ5145,NY,PAS,03/14/2015,40,4DSD,ACURA,T,35130,0,0,,0020,20,20,353192,T103,AA,0917A,,NY,I,N,W 68th St,15ft W/of Central Pa,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,GREEN,,1997,,4,CCA,40-Fire Hydrant,,,
7462792710,EJF6491,NY,PAS,03/25/2015,60,SUBN,BMW,T,13430,26730,67047,,0077,77,77,350415,T802,B,0953P,,K,F,1096,Atlantic Ave,,01/05/0001 12:00:00 PM,408,m2,,,,,GR,,2002,,0,O 31,60-Angle Parking,,,
8000433631,GKM3969,NY,PAS,09/10/2014,14,4DSD,TOYOT,T,40930,26230,77930,,0070,70,70,358849,T302,F,0945A,,K,F,937,Flatbush Ave,,01/05/0001 12:00:00 PM,408,c,,YYYYY,0700A,1000A,GY,,2014,,0,08 3,14-No Standing,,,
7931407430,91663MC,NY,COM,12/15/2014,48,VAN,FRUEH,T,12110,17190,17210,,0009,9,9,357068,T101,N,0431P,,NY,F,166,Avenue A,,01/05/0001 12:00:00 PM,408,e9,,,,,BROWN,,2013,,0,01 1,48-Bike Lane,,,
8026224991,82730JD,NY,COM,04/20/2015,19,UTIL,FRUEH,T,54580,9140,61090,,109,109,109,361310,T401,A,0134P,,Q,F,39-10,Main St,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,GREEN,,0,,0,02 4,19-No Stand (bus stop),,,
7580723396,GJJ2406,NY,PAS,07/17/2014,21,2DSD,TOYOT,T,19340,68090,18840,,102,102,102,353398,T402,M,0838A,,Q,F,9509,101st Ave,,01/05/0001 12:00:00 PM,408,d1,,Y,0830A,0900A,GY,,1989,,0,G 42,21-No Parking (street clean),,,
7721442229,GKZ8872,NY,PAS,06/26/2014,72,SUBN,FORD,T,19450,10410,25390,,0025,25,25,353069,T103,P,1018A,,NY,F,14,E 125th St,,01/05/0001 12:00:00 PM,408,j7,,,,,GL,,0,,0,CC1,72A-Insp Stkr Counterfeit,,,
7326719342,GNW6292,NY,PAS,09/12/2014,21,SUBN,ROVER,T,18610,10410,25390,,0019,19,19,352009,T103,E,0910A,,NY,F,12,E 81st St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0900A,1030A,BK,,2014,,0,56 7,21-No Parking (street clean),,,
7948702015,X67E6Z,NJ,PAS,01/15/2015,14,4DSD,HONDA,T,33910,0,0,,0006,6,6,358862,T101,H,0922A,,NY,I,W,W 4th St,4ft S/of Perry St,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,OTHER,,0,,0,02 1,14-No Standing,,,
7948702015,X67E6Z,NJ,PAS,01/15/2015,14,4DSD,HONDA,T,33910,0,0,,0006,6,6,358862,T101,H,0922A,,NY,I,W,W 4th St,4ft S/of Perry St,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,OTHER,,0,,0,02 1,14-No Standing,,,
